Disease,Severity,Weight,Age,Breed,Temperature,Previous_Disease,Treatment,Feed_Adjustment_Percent
Contagious,1,406.4,36,AFS,39.1,FMD,Antibiotics + Isolation,-15.6
Mastitis,1,405.9,27,AFS,39.2,Mastitis,Anti-inflammatory + Rest,-10.5
Pediculosis,0,442.9,31,AFS,38.6,Ringworm,Antiparasitic + Monitoring,-3.8
FMD,1,371.3,26,AFS,39.3,None,Antibiotics + Isolation,-14.6
Ringworm,0,469.8,28,AFS,38.8,None,Topical Treatment + Monitoring,-3.5
Lumpy Skin,1,365.2,48,AFS,39.2,None,Antibiotics + Isolation,-13.5
FMD,0,353.8,64,AFS,38.7,None,Supportive Care Only,-4.0
Dermatophilosis,0,376.0,95,AFS,38.7,Contagious,Topical Treatment + Monitoring,-3.4
FMD,1,474.7,40,AFS,39.7,Pediculosis,Antibiotics + Isolation,-15.2
Healthy,0,437.6,76,AFS,38.5,Ringworm,No Treatment Required,0.0
Ringworm,0,351.1,61,AFS,38.5,Mastitis,Topical Treatment + Monitoring,-2.1
Healthy,0,521.6,15,AFS,38.7,None,No Treatment Required,0.0
Contagious,1,512.0,58,AFS,39.7,None,Antibiotics + Isolation,-13.2
Mastitis,2,523.7,83,AFS,40.5,None,Antibiotics + Isolation,-21.0
Healthy,0,528.6,92,AFS,38.6,FMD,No Treatment Required,0.0
Dermatophilosis,0,394.2,19,AFS,38.9,None,Topical Treatment + Monitoring,-6.8
Lumpy Skin,2,485.6,73,AFS,40.3,Ringworm,Antiviral + Quarantine,-22.2
Healthy,0,483.3,35,AFS,38.7,Dermatophilosis,No Treatment Required,0.0
Ringworm,1,478.3,28,AFS,39.5,Dermatophilosis,Topical Treatment + Monitoring,-7.7
Contagious,2,395.0,13,AFS,40.0,None,Antibiotics + Isolation,-23.3
Mastitis,0,483.4,15,AFS,38.8,None,Anti-inflammatory + Rest,-7.4
Ringworm,0,371.1,34,AFS,39.0,None,Topical Treatment + Monitoring,-4.4
Ringworm,2,394.4,42,AFS,41.1,None,Antifungal + Topical Care,-8.3
Mastitis,1,531.9,66,AFS,39.7,None,Anti-inflammatory + Rest,-12.6
Pediculosis,0,525.5,69,AFS,38.9,None,Antiparasitic + Monitoring,-2.0
Dermatophilosis,1,370.0,18,AFS,39.5,Lumpy Skin,Antibiotics + Isolation,-13.0
Ringworm,0,468.7,90,AFS,38.8,Ringworm,Topical Treatment + Monitoring,-4.7
Healthy,0,356.1,17,AFS,38.5,Ringworm,No Treatment Required,0.0
Pediculosis,0,456.4,56,AFS,38.9,None,Antiparasitic + Monitoring,-5.5
Ringworm,1,508.6,73,AFS,39.6,Pediculosis,Topical Treatment + Monitoring,-9.9
Mastitis,1,466.9,67,AFS,39.1,None,Anti-inflammatory + Rest,-13.9
Dermatophilosis,1,493.3,27,AFS,39.3,None,Antibiotics + Isolation,-11.5
Contagious,0,380.9,26,AFS,38.6,None,Antibiotics + Isolation,-9.5
Contagious,0,383.9,18,AFS,38.6,Lumpy Skin,Antibiotics + Isolation,-6.2
Healthy,0,409.6,45,AFS,38.6,None,No Treatment Required,0.0
FMD,0,449.8,28,AFS,38.6,None,Supportive Care Only,-5.1
FMD,1,374.3,35,AFS,39.5,None,Antibiotics + Isolation,-16.6
Dermatophilosis,1,501.3,87,AFS,39.6,None,Antibiotics + Isolation,-13.6
Mastitis,2,470.7,59,AFS,40.8,None,Antibiotics + Isolation,-21.5
Lumpy Skin,2,398.9,45,AFS,41.0,Contagious,Antiviral + Quarantine,-23.7
Mastitis,2,409.2,53,AFS,40.6,None,Antibiotics + Isolation,-18.6
Pediculosis,0,488.0,92,AFS,38.9,Contagious,Antiparasitic + Monitoring,-4.2
FMD,0,508.4,53,AFS,38.9,Mastitis,Supportive Care Only,-3.3
Healthy,0,375.8,63,AFS,38.5,None,No Treatment Required,0.0
FMD,0,459.8,93,AFS,38.8,None,Supportive Care Only,-6.5
Lumpy Skin,2,519.3,16,AFS,39.9,Dermatophilosis,Antiviral + Quarantine,-23.6
Healthy,0,543.6,48,AFS,38.4,None,No Treatment Required,0.0
FMD,1,440.6,60,AFS,39.4,None,Antibiotics + Isolation,-14.3
Pediculosis,0,474.5,22,AFS,38.7,None,Antiparasitic + Monitoring,-5.9
Healthy,0,443.6,84,AFS,38.6,None,No Treatment Required,0.0
Pediculosis,1,371.4,72,AFS,39.5,None,Antiparasitic + Monitoring,-9.3
Pediculosis,0,356.8,22,AFS,38.6,Ringworm,Antiparasitic + Monitoring,-5.8
Ringworm,0,543.5,75,AFS,38.7,Pediculosis,Topical Treatment + Monitoring,-3.7
Mastitis,2,486.0,76,AFS,41.1,None,Antibiotics + Isolation,-18.3
Pediculosis,2,455.2,88,AFS,41.4,None,Antiparasitic + Monitoring,-10.5
Dermatophilosis,2,402.7,20,AFS,39.9,Lumpy Skin,Antibiotics + Isolation,-19.3
Mastitis,0,491.1,27,AFS,38.9,Ringworm,Anti-inflammatory + Rest,-6.2
FMD,1,355.3,86,AFS,39.6,None,Antibiotics + Isolation,-13.2
Ringworm,1,458.8,38,AFS,39.0,None,Topical Treatment + Monitoring,-6.9
