Age_Months,Weight_kg,Breed,Milk_Yield_L_per_day,Health_Status,Disease,Body_Condition_Score,Location,Dry_Matter_Intake_kg_per_day,Energy_MJ_per_day,Crude_Protein_g_per_day,Calcium_g_per_day,Phosphorus_g_per_day,Recommended_Feed_Type
102,414,Ayrshire,26.7,Mild,Foot Rot,2.5,Matale,13.02,146.7,1142.0,66.9,50.1,Concentrate
54,396,Ayrshire,9.9,Healthy,None,3.2,Matale,10.89,115.6,1047.0,62.7,32.3,Grass
94,449,Ayrshire,15.0,Healthy,None,3.5,Polonnaruwa,12.73,142.4,1154.0,78.6,40.7,Grass
68,457,Jersey,21.0,Mild,Foot Rot,3.3,Kurunegala,13.53,156.0,1250.0,64.2,49.6,Mixed
58,458,Local,6.7,Healthy,None,2.9,Polonnaruwa,12.12,142.5,1129.0,74.2,48.2,Grass
87,466,Friesian,13.5,Healthy,None,4.0,Puttalam,13.0,141.5,1330.0,62.5,44.1,Grass
20,317,Jersey,5.0,Healthy,None,3.6,Anuradhapura,8.43,99.4,778.0,44.1,24.4,Grass
105,252,Friesian,12.9,Healthy,None,3.4,Kurunegala,7.59,86.4,742.0,35.5,26.5,Grass
58,466,Friesian,11.5,Healthy,None,2.6,Kurunegala,12.8,141.7,1104.0,60.9,40.4,Grass
44,375,Ayrshire,15.8,Healthy,None,3.3,Badulla,10.96,123.2,944.0,57.5,34.7,Mixed
64,359,Friesian,16.9,Mild,Lumpy Skin Disease,3.0,Badulla,10.66,121.6,1117.0,57.9,30.7,Mixed
76,313,Friesian,9.0,Mild,Foot Rot,2.2,Polonnaruwa,8.72,98.8,834.0,46.8,33.5,Grass
109,457,Jersey,16.1,Healthy,None,3.2,Badulla,13.04,143.5,1140.0,64.8,52.6,Mixed
95,503,Ayrshire,7.2,Healthy,None,2.7,Puttalam,13.3,149.3,1236.0,85.2,44.2,Grass
24,345,Jersey,9.7,Severe,Foot Rot,2.3,Anuradhapura,9.6,106.8,907.0,57.2,34.2,Grass
18,578,Friesian,7.9,Healthy,None,2.4,Anuradhapura,15.24,163.3,1479.0,81.8,47.8,Grass
36,559,Local,9.9,Healthy,None,2.6,Polonnaruwa,14.97,170.5,1335.0,97.3,50.4,Grass
23,345,Jersey,3.9,Healthy,None,4.0,Puttalam,9.02,103.7,914.0,57.5,36.6,Grass
66,566,Jersey,18.3,Healthy,None,2.6,Anuradhapura,15.98,176.9,1652.0,91.8,60.6,Mixed
110,523,Ayrshire,13.4,Mild,Mastitis,3.2,Badulla,14.42,154.0,1424.0,65.5,42.3,Grass
18,283,Local,18.0,Healthy,None,2.6,Anuradhapura,8.88,95.9,897.0,49.1,28.5,Mixed
56,503,Friesian,17.5,Healthy,None,2.7,Polonnaruwa,14.33,160.3,1473.0,64.7,53.6,Mixed
59,293,Ayrshire,5.3,Mild,Foot Rot,3.4,Polonnaruwa,7.86,86.0,809.0,36.3,32.2,Grass
73,541,Friesian,18.5,Healthy,None,4.3,Monaragala,15.38,180.7,1346.0,69.3,61.0,Mixed
54,375,Jersey,6.0,Mild,Mastitis,3.3,Anuradhapura,9.97,114.7,934.0,57.3,38.8,Grass
81,480,Local,10.0,Healthy,None,3.4,Kurunegala,13.0,139.9,1125.0,81.6,45.6,Grass
68,455,Ayrshire,4.6,Mild,Mastitis,2.4,Anuradhapura,11.84,138.6,1111.0,58.2,39.1,Grass
66,267,Ayrshire,8.1,Healthy,None,3.0,Kurunegala,7.49,80.3,712.0,38.3,27.6,Grass
111,269,Local,8.8,Mild,Lumpy Skin Disease,3.3,Badulla,7.61,87.1,667.0,41.8,21.5,Grass
73,492,Ayrshire,17.1,Healthy,None,3.3,Monaragala,14.01,154.9,1309.0,73.4,57.4,Mixed
73,331,Friesian,20.1,Mild,Mastitis,3.2,Badulla,10.29,117.5,914.0,56.8,43.0,Mixed
119,456,Ayrshire,5.9,Severe,Foot Rot,3.7,Badulla,11.99,127.0,1157.0,60.4,43.6,Grass
93,356,Friesian,9.0,Healthy,None,3.5,Badulla,9.8,105.7,948.0,59.2,36.8,Grass
91,527,Ayrshire,19.9,Mild,Foot Rot,3.2,Kurunegala,15.17,174.9,1368.0,96.0,53.2,Mixed
93,567,Ayrshire,4.5,Mild,Mastitis,2.5,Monaragala,14.62,170.0,1417.0,89.2,45.2,Grass
71,473,Ayrshire,18.6,Healthy,None,2.9,Kurunegala,13.69,146.1,1225.0,77.8,55.5,Mixed
34,301,Jersey,12.4,Mild,Foot Rot,3.4,Monaragala,8.77,100.1,900.0,53.6,25.5,Grass
31,418,Ayrshire,15.5,Healthy,None,3.1,Badulla,12.0,131.3,1080.0,54.1,34.8,Mixed
75,473,Jersey,11.0,Healthy,None,2.8,Puttalam,12.93,139.0,1252.0,71.9,52.8,Grass
56,338,Jersey,16.3,Healthy,None,3.3,Matale,10.08,115.2,1007.0,59.4,29.1,Mixed
117,506,Jersey,10.7,Severe,Mastitis,3.5,Polonnaruwa,13.72,147.7,1310.0,76.7,47.7,Grass
102,529,Ayrshire,11.4,Healthy,None,2.6,Badulla,14.37,160.6,1332.0,66.9,54.9,Grass
110,380,Ayrshire,8.2,Healthy,None,2.5,Polonnaruwa,10.32,114.6,1079.0,58.8,42.9,Grass
68,262,Ayrshire,10.6,Healthy,None,3.6,Anuradhapura,7.61,86.7,742.0,42.9,29.8,Grass
104,527,Jersey,8.0,Severe,Foot Rot,3.1,Kurunegala,13.98,162.4,1313.0,68.5,54.9,Grass
87,280,Jersey,8.7,Healthy,None,2.9,Polonnaruwa,7.87,86.6,690.0,37.0,25.6,Grass
111,480,Local,4.4,Severe,Lumpy Skin Disease,2.9,Monaragala,12.44,138.7,1288.0,79.5,40.4,Grass
115,433,Local,11.0,Healthy,None,3.3,Kurunegala,11.93,140.6,1055.0,64.9,38.0,Grass
24,447,Local,13.1,Healthy,None,2.4,Badulla,12.49,143.9,1165.0,69.5,37.3,Grass
25,432,Friesian,17.4,Healthy,None,3.1,Monaragala,12.54,137.4,1147.0,60.3,50.8,Mixed
56,383,Friesian,13.0,Mild,Foot Rot,3.0,Monaragala,10.88,122.9,1128.0,49.1,42.7,Grass
43,353,Local,9.4,Severe,Lumpy Skin Disease,3.1,Monaragala,9.77,102.8,982.0,60.3,38.6,Grass
23,282,Local,14.4,Healthy,None,2.1,Polonnaruwa,8.49,91.9,755.0,53.2,27.3,Grass
37,358,Local,9.3,Healthy,None,2.9,Badulla,9.88,104.3,977.0,58.9,35.1,Grass
86,364,Friesian,13.3,Severe,Lumpy Skin Disease,3.6,Monaragala,10.43,119.6,931.0,60.9,29.4,Grass
73,576,Friesian,8.1,Mild,Lumpy Skin Disease,2.8,Puttalam,15.21,171.5,1557.0,96.4,61.7,Grass
35,389,Ayrshire,9.4,Severe,Foot Rot,2.6,Kurunegala,10.67,115.8,952.0,56.3,33.9,Grass
56,412,Friesian,10.3,Healthy,None,3.4,Matale,11.33,124.2,1138.0,68.0,39.5,Grass
19,543,Ayrshire,6.7,Healthy,None,3.2,Polonnaruwa,14.25,161.5,1275.0,71.3,40.3,Grass
92,571,Friesian,3.5,Healthy,None,2.7,Anuradhapura,14.62,172.2,1243.0,86.8,46.1,Grass
101,272,Jersey,10.4,Severe,Lumpy Skin Disease,3.8,Polonnaruwa,7.84,91.6,761.0,47.2,25.6,Grass
96,258,Local,10.6,Healthy,None,1.9,Badulla,7.51,81.9,644.0,35.2,28.9,Grass
76,491,Ayrshire,2.0,Healthy,None,3.0,Polonnaruwa,12.47,138.4,1212.0,79.9,36.9,Grass
26,512,Local,15.1,Mild,Foot Rot,3.2,Badulla,14.31,160.0,1262.0,64.5,50.5,Mixed
34,560,Ayrshire,12.8,Mild,Foot Rot,3.6,Matale,15.28,177.8,1512.0,93.4,48.7,Grass
71,331,Jersey,9.3,Healthy,None,3.4,Polonnaruwa,9.21,99.3,962.0,49.4,35.3,Grass
110,530,Local,3.8,Mild,Lumpy Skin Disease,2.5,Anuradhapura,13.63,146.1,1273.0,74.4,55.9,Grass
30,477,Jersey,3.0,Mild,Lumpy Skin Disease,2.9,Badulla,12.23,134.8,1246.0,60.3,50.8,Grass
29,440,Friesian,11.8,Severe,Foot Rot,3.1,Anuradhapura,12.18,142.5,1230.0,57.0,43.3,Grass
55,325,Local,12.3,Mild,Lumpy Skin Disease,2.5,Puttalam,9.36,105.1,873.0,52.4,37.2,Grass
37,370,Jersey,11.0,Healthy,None,2.3,Matale,10.35,110.6,1015.0,49.0,38.0,Grass
21,327,Jersey,18.8,Healthy,None,2.8,Monaragala,10.06,114.5,970.0,46.0,39.6,Mixed
72,411,Ayrshire,9.6,Mild,Foot Rot,3.8,Polonnaruwa,11.23,125.8,1098.0,51.8,45.4,Grass
77,478,Ayrshire,5.8,Mild,Mastitis,2.4,Matale,12.53,141.8,1177.0,68.8,40.6,Grass
85,289,Friesian,6.5,Mild,Foot Rot,3.0,Puttalam,7.88,84.9,751.0,41.0,22.8,Grass
95,279,Ayrshire,14.2,Healthy,None,3.4,Monaragala,8.39,98.9,841.0,48.3,25.5,Grass
88,357,Ayrshire,24.9,Healthy,None,1.9,Kurunegala,11.42,126.5,1018.0,51.9,34.5,Concentrate
105,495,Local,15.0,Healthy,None,2.7,Badulla,13.88,150.0,1291.0,65.5,41.1,Grass
118,591,Friesian,9.1,Healthy,None,2.7,Anuradhapura,15.69,171.6,1361.0,98.2,55.9,Grass
90,581,Local,7.5,Mild,Mastitis,3.8,Puttalam,15.28,170.6,1340.0,93.5,56.7,Grass
18,455,Local,16.2,Mild,Foot Rot,3.0,Puttalam,13.0,137.1,1136.0,70.3,38.8,Mixed
117,325,Jersey,18.8,Healthy,None,2.2,Badulla,10.01,113.0,897.0,50.5,37.9,Mixed
73,588,Ayrshire,5.3,Healthy,None,1.9,Puttalam,15.23,168.9,1309.0,90.3,43.6,Grass
59,485,Local,8.5,Mild,Foot Rot,3.1,Puttalam,12.97,150.8,1361.0,63.3,42.7,Grass
19,499,Local,12.5,Healthy,None,3.1,Anuradhapura,13.73,146.0,1214.0,83.9,55.7,Grass
30,415,Ayrshire,4.9,Healthy,None,3.4,Kurunegala,10.87,114.7,1107.0,55.8,40.7,Grass
63,315,Friesian,13.2,Healthy,None,3.4,Badulla,9.2,104.0,906.0,55.0,32.4,Grass
53,384,Friesian,2.5,Healthy,None,3.2,Kurunegala,9.85,116.0,943.0,46.4,28.6,Grass
57,497,Friesian,6.1,Mild,Foot Rot,2.8,Polonnaruwa,13.04,138.7,1148.0,64.6,48.3,Grass
24,351,Local,14.7,Healthy,None,3.0,Monaragala,10.25,113.5,938.0,61.5,40.5,Grass
86,558,Friesian,7.7,Mild,Foot Rot,3.0,Kurunegala,14.72,166.8,1510.0,79.5,50.4,Grass
36,368,Ayrshire,4.3,Mild,Foot Rot,3.6,Puttalam,9.63,104.5,901.0,49.0,32.5,Grass
91,400,Friesian,11.0,Severe,Mastitis,3.6,Monaragala,11.1,128.4,1037.0,69.0,45.9,Grass
20,283,Local,9.4,Healthy,None,2.7,Badulla,8.02,85.6,733.0,39.6,28.1,Grass
44,310,Ayrshire,8.2,Healthy,None,3.4,Badulla,8.57,95.5,806.0,54.3,31.2,Grass
103,325,Local,8.5,Healthy,None,3.3,Kurunegala,8.97,100.1,935.0,54.3,27.7,Grass
35,539,Friesian,10.1,Healthy,None,2.0,Monaragala,14.49,159.1,1436.0,74.0,43.9,Grass
47,366,Jersey,9.1,Healthy,None,2.4,Badulla,10.06,110.5,1055.0,52.8,35.9,Grass
112,380,Jersey,12.2,Healthy,None,2.4,Polonnaruwa,10.72,123.7,916.0,58.2,33.1,Grass
119,446,Local,16.6,Mild,Lumpy Skin Disease,3.0,Matale,12.81,137.4,1120.0,76.7,46.1,Mixed
54,582,Friesian,11.1,Severe,Lumpy Skin Disease,3.3,Kurunegala,15.66,169.9,1623.0,99.6,46.4,Grass
74,251,Ayrshire,16.8,Healthy,None,3.0,Matale,7.96,85.3,703.0,44.0,23.3,Mixed
88,286,Ayrshire,8.1,Mild,Mastitis,2.1,Puttalam,7.96,85.9,798.0,49.2,29.7,Grass
107,279,Ayrshire,8.6,Mild,Mastitis,2.7,Anuradhapura,7.84,89.4,794.0,39.8,30.0,Grass
93,314,Local,12.5,Healthy,None,2.8,Monaragala,9.1,103.1,817.0,44.6,37.4,Grass
37,467,Ayrshire,15.4,Severe,Foot Rot,2.7,Anuradhapura,13.21,139.2,1315.0,74.9,50.1,Mixed
32,535,Jersey,11.7,Healthy,None,3.6,Puttalam,14.54,161.2,1272.0,87.1,60.9,Grass
73,289,Friesian,13.7,Healthy,None,3.0,Kurunegala,8.6,93.8,799.0,42.8,26.2,Grass
35,315,Jersey,9.0,Mild,Mastitis,2.7,Anuradhapura,8.78,95.3,850.0,40.2,35.6,Grass
110,474,Local,7.7,Healthy,None,2.7,Puttalam,12.62,147.1,1196.0,72.4,35.6,Grass
75,564,Friesian,15.8,Healthy,None,2.9,Kurunegala,15.68,177.6,1419.0,83.2,49.9,Mixed
96,334,Jersey,5.3,Healthy,None,3.9,Polonnaruwa,8.88,103.1,766.0,45.4,29.8,Grass
73,407,Jersey,13.6,Mild,Lumpy Skin Disease,2.3,Anuradhapura,11.54,133.4,1006.0,60.8,40.2,Grass
66,361,Friesian,9.8,Healthy,None,3.1,Matale,10.01,115.3,922.0,63.2,33.4,Grass
99,421,Ayrshire,20.5,Healthy,None,2.4,Polonnaruwa,12.58,134.7,1115.0,73.9,41.8,Mixed
29,402,Friesian,16.9,Healthy,None,3.7,Kurunegala,11.74,137.4,1225.0,74.4,41.9,Mixed
40,421,Ayrshire,8.9,Healthy,None,2.9,Monaragala,11.42,130.6,1018.0,72.8,47.5,Grass
54,599,Ayrshire,6.8,Mild,Lumpy Skin Disease,2.9,Kurunegala,15.66,174.2,1388.0,99.0,48.9,Grass
56,490,Jersey,11.8,Severe,Mastitis,3.3,Kurunegala,13.43,145.4,1239.0,70.6,51.5,Grass
65,496,Ayrshire,17.5,Healthy,None,2.6,Matale,14.15,152.2,1304.0,66.9,53.4,Mixed
76,519,Local,2.2,Healthy,None,3.0,Kurunegala,13.2,144.0,1139.0,82.5,37.1,Grass
92,414,Ayrshire,13.5,Healthy,None,3.1,Badulla,11.7,130.4,1096.0,54.9,35.9,Grass
85,441,Friesian,10.4,Healthy,None,3.1,Anuradhapura,12.07,138.1,1155.0,77.6,35.2,Grass
92,293,Ayrshire,19.6,Healthy,None,3.2,Badulla,9.29,98.3,832.0,50.7,31.4,Mixed
31,257,Local,10.1,Mild,Mastitis,2.7,Matale,7.44,83.4,647.0,42.6,25.1,Grass
58,466,Ayrshire,11.2,Healthy,None,3.8,Monaragala,12.77,146.7,1300.0,67.8,45.6,Grass
18,323,Local,11.1,Mild,Foot Rot,3.0,Polonnaruwa,9.19,98.9,951.0,54.6,30.5,Grass
40,350,Friesian,9.6,Healthy,None,3.5,Monaragala,9.71,102.6,863.0,47.3,34.0,Grass
60,581,Ayrshire,21.8,Severe,Mastitis,3.2,Kurunegala,16.71,190.1,1726.0,79.8,53.5,Mixed
30,398,Jersey,12.4,Healthy,None,3.0,Badulla,11.19,123.4,959.0,57.4,35.3,Grass
93,539,Jersey,0.1,Healthy,None,3.4,Badulla,13.49,158.9,1255.0,84.8,41.7,Grass
84,322,Jersey,12.7,Healthy,None,3.2,Matale,9.32,99.5,799.0,60.4,29.1,Grass
34,344,Jersey,8.4,Healthy,None,2.8,Matale,9.44,103.8,926.0,44.3,35.2,Grass
114,273,Friesian,9.9,Healthy,None,3.5,Anuradhapura,7.82,84.2,748.0,38.5,28.2,Grass
47,578,Jersey,10.1,Healthy,None,4.0,Anuradhapura,15.46,172.7,1609.0,73.2,47.9,Grass
111,556,Ayrshire,14.2,Healthy,None,2.4,Anuradhapura,15.32,178.0,1510.0,79.2,47.5,Grass
82,454,Ayrshire,11.4,Mild,Lumpy Skin Disease,2.7,Matale,12.49,141.0,1169.0,56.3,39.6,Grass
73,469,Jersey,1.0,Healthy,None,3.8,Puttalam,11.83,135.7,1178.0,67.0,39.0,Grass
114,482,Local,15.5,Healthy,None,3.3,Badulla,13.6,158.1,1222.0,79.2,48.6,Mixed
64,340,Local,12.8,Mild,Lumpy Skin Disease,2.3,Puttalam,9.78,107.8,983.0,50.6,29.8,Grass
69,439,Ayrshire,9.6,Healthy,None,3.4,Polonnaruwa,11.94,126.4,1131.0,75.2,49.5,Grass
118,376,Friesian,6.7,Healthy,None,1.7,Polonnaruwa,10.07,111.2,916.0,50.7,39.2,Grass
46,377,Local,10.9,Mild,Foot Rot,2.9,Polonnaruwa,10.52,115.5,955.0,56.6,44.1,Grass
115,451,Local,12.7,Mild,Foot Rot,3.4,Puttalam,12.54,135.5,1118.0,71.0,47.2,Grass
34,574,Ayrshire,15.2,Mild,Mastitis,3.1,Puttalam,15.87,172.6,1627.0,93.9,66.4,Mixed
93,327,Ayrshire,18.0,Healthy,None,2.2,Puttalam,9.98,111.0,880.0,54.0,37.0,Mixed
43,570,Jersey,14.5,Healthy,None,3.3,Badulla,15.7,169.2,1542.0,83.5,51.2,Grass
72,376,Friesian,5.8,Healthy,None,2.2,Matale,9.98,106.1,994.0,47.8,35.8,Grass
99,371,Friesian,8.3,Healthy,None,2.7,Puttalam,10.11,110.8,905.0,64.6,29.5,Grass
118,513,Jersey,15.8,Mild,Mastitis,2.7,Puttalam,14.41,151.9,1232.0,88.1,49.9,Mixed
25,491,Jersey,7.7,Mild,Mastitis,2.7,Matale,13.04,152.9,1180.0,74.7,51.4,Grass
109,259,Jersey,17.6,Healthy,None,3.0,Polonnaruwa,8.24,89.5,735.0,39.3,24.5,Mixed
68,350,Ayrshire,11.1,Mild,Lumpy Skin Disease,2.9,Matale,9.86,108.6,902.0,49.9,29.6,Grass
99,334,Local,18.5,Mild,Lumpy Skin Disease,2.6,Kurunegala,10.2,111.7,950.0,64.6,31.3,Mixed
76,321,Ayrshire,18.6,Healthy,None,3.1,Badulla,9.89,108.9,954.0,54.5,36.9,Mixed
32,342,Local,11.2,Mild,Lumpy Skin Disease,4.3,Badulla,9.67,110.6,932.0,45.2,32.6,Grass
21,460,Jersey,6.7,Healthy,None,2.8,Anuradhapura,12.17,131.3,1061.0,57.3,40.7,Grass
62,542,Friesian,5.8,Healthy,None,3.5,Kurunegala,14.13,162.6,1271.0,80.6,54.0,Grass
115,291,Jersey,20.4,Healthy,None,3.8,Monaragala,9.32,101.2,843.0,50.8,34.8,Mixed
79,586,Jersey,18.1,Severe,Lumpy Skin Disease,2.9,Monaragala,16.46,184.2,1432.0,75.6,59.1,Mixed
106,385,Friesian,10.2,Mild,Mastitis,2.2,Polonnaruwa,10.64,123.7,1009.0,52.5,30.9,Grass
87,296,Friesian,22.2,Healthy,None,3.2,Kurunegala,9.62,113.2,929.0,57.0,35.9,Concentrate
116,262,Friesian,9.5,Mild,Foot Rot,3.7,Matale,7.5,87.5,662.0,47.4,22.6,Grass
71,463,Friesian,7.1,Healthy,None,3.2,Matale,12.29,137.7,1053.0,79.0,49.5,Grass
23,376,Ayrshire,11.1,Healthy,None,3.3,Polonnaruwa,10.51,123.4,1055.0,52.7,42.6,Grass
56,533,Ayrshire,11.7,Mild,Mastitis,2.3,Matale,14.5,156.2,1290.0,77.6,54.7,Grass
103,299,Local,12.4,Mild,Foot Rot,3.5,Monaragala,8.71,92.6,901.0,45.9,25.4,Grass
79,300,Friesian,11.9,Mild,Mastitis,3.4,Polonnaruwa,8.69,93.5,762.0,51.4,31.4,Grass
20,319,Ayrshire,6.8,Severe,Foot Rot,3.0,Badulla,8.66,100.7,764.0,55.1,31.0,Grass
29,398,Friesian,8.9,Healthy,None,3.4,Puttalam,10.84,125.7,1021.0,62.5,35.2,Grass
107,288,Jersey,12.2,Severe,Lumpy Skin Disease,3.3,Anuradhapura,8.42,97.7,778.0,44.3,33.7,Grass
95,286,Jersey,17.4,Healthy,None,3.3,Kurunegala,8.89,104.5,762.0,51.3,28.6,Mixed
102,444,Friesian,13.4,Mild,Lumpy Skin Disease,2.5,Kurunegala,12.44,133.4,1217.0,58.9,39.8,Grass
27,371,Friesian,12.0,Severe,Mastitis,2.7,Anuradhapura,10.48,114.6,977.0,61.1,43.5,Grass
67,284,Local,10.3,Healthy,None,2.8,Badulla,8.13,94.0,746.0,52.8,24.8,Grass
81,409,Friesian,7.1,Healthy,None,2.0,Badulla,10.94,123.9,992.0,65.0,31.6,Grass
77,548,Ayrshire,8.7,Healthy,None,3.1,Matale,14.57,170.3,1343.0,76.9,46.6,Grass
94,363,Friesian,5.3,Healthy,None,3.0,Puttalam,9.61,102.2,1007.0,56.7,31.5,Grass
62,589,Local,21.5,Healthy,None,3.5,Anuradhapura,16.88,185.2,1605.0,105.9,67.4,Mixed
75,576,Friesian,20.2,Healthy,None,3.2,Kurunegala,16.42,180.7,1439.0,95.3,55.3,Mixed
51,445,Friesian,17.8,Healthy,None,2.6,Polonnaruwa,12.91,146.7,1119.0,80.3,48.0,Mixed
32,363,Friesian,8.8,Severe,Lumpy Skin Disease,1.6,Kurunegala,9.96,111.2,1037.0,53.2,30.4,Grass
118,512,Local,17.9,Mild,Mastitis,3.8,Puttalam,14.59,169.8,1241.0,84.3,57.5,Mixed
87,556,Friesian,9.2,Mild,Mastitis,2.9,Anuradhapura,14.82,165.0,1419.0,66.9,50.0,Grass
82,306,Friesian,8.2,Healthy,None,3.2,Anuradhapura,8.47,97.7,747.0,42.0,30.3,Grass
40,534,Jersey,17.6,Healthy,None,2.1,Polonnaruwa,15.11,169.2,1427.0,94.2,53.4,Mixed
95,552,Ayrshire,14.0,Healthy,None,2.9,Matale,15.2,165.0,1304.0,91.2,48.3,Grass
120,309,Jersey,12.6,Healthy,None,3.2,Kurunegala,8.99,103.5,891.0,57.3,29.5,Grass
117,410,Jersey,11.1,Healthy,None,2.9,Matale,11.36,130.8,1066.0,54.4,44.0,Grass
93,317,Friesian,10.9,Mild,Lumpy Skin Disease,3.5,Puttalam,9.02,98.1,882.0,57.5,29.8,Grass
89,270,Local,14.1,Healthy,None,3.1,Polonnaruwa,8.16,86.0,845.0,37.0,23.7,Grass
31,568,Ayrshire,5.6,Severe,Foot Rot,2.8,Monaragala,14.76,173.1,1326.0,68.7,48.2,Grass
34,511,Friesian,16.5,Severe,Lumpy Skin Disease,3.0,Badulla,14.43,156.9,1387.0,88.0,46.2,Mixed
34,531,Friesian,15.3,Healthy,None,3.9,Puttalam,14.8,167.7,1458.0,94.0,46.1,Mixed
46,426,Local,17.2,Severe,Foot Rot,3.0,Matale,12.37,140.2,1291.0,72.3,38.6,Mixed
92,309,Jersey,9.4,Healthy,None,1.7,Anuradhapura,8.67,100.3,845.0,54.7,29.7,Grass
110,456,Friesian,11.2,Healthy,None,2.8,Polonnaruwa,12.52,136.9,1145.0,65.0,43.7,Grass
93,542,Ayrshire,14.0,Mild,Mastitis,2.9,Monaragala,14.95,167.6,1354.0,84.5,57.3,Grass
71,558,Local,10.4,Healthy,None,2.1,Monaragala,14.99,158.3,1364.0,94.3,52.9,Grass
87,469,Friesian,7.3,Healthy,None,3.2,Puttalam,12.46,142.6,1156.0,66.5,39.1,Grass
114,389,Ayrshire,20.6,Healthy,None,3.0,Anuradhapura,11.79,124.5,1096.0,56.4,39.9,Mixed
71,589,Friesian,13.6,Healthy,None,3.5,Matale,16.09,187.7,1387.0,83.9,59.4,Grass
53,349,Local,7.9,Mild,Foot Rot,3.2,Polonnaruwa,9.52,107.6,931.0,59.0,30.6,Grass
76,505,Jersey,8.3,Healthy,None,3.4,Badulla,13.46,156.7,1147.0,68.2,41.2,Grass
36,378,Jersey,12.8,Healthy,None,3.1,Anuradhapura,10.73,119.8,1077.0,54.2,36.9,Grass
57,306,Ayrshire,8.1,Healthy,None,3.4,Polonnaruwa,8.46,99.2,786.0,39.9,30.0,Grass
76,394,Friesian,22.4,Healthy,None,2.5,Anuradhapura,12.09,140.1,1164.0,63.6,36.6,Concentrate
65,481,Friesian,10.3,Healthy,None,3.1,Badulla,13.05,150.0,1167.0,62.5,51.1,Grass
94,399,Ayrshire,15.9,Healthy,None,2.7,Anuradhapura,11.57,124.8,1003.0,66.9,47.3,Mixed
85,448,Jersey,0.0,Healthy,None,3.7,Badulla,11.2,117.9,1138.0,64.0,37.5,Grass
97,557,Friesian,15.8,Healthy,None,2.1,Anuradhapura,15.51,164.9,1410.0,74.7,46.4,Mixed
21,404,Friesian,9.0,Healthy,None,3.8,Anuradhapura,11.0,123.2,1104.0,69.4,36.3,Grass
93,340,Local,19.2,Healthy,None,3.5,Anuradhapura,10.42,112.3,1065.0,64.3,35.0,Mixed
63,266,Jersey,11.1,Healthy,None,3.0,Monaragala,7.76,83.8,684.0,35.6,27.5,Grass
63,253,Jersey,11.3,Healthy,None,3.6,Badulla,7.46,82.4,734.0,34.3,26.9,Grass
49,358,Ayrshire,7.6,Healthy,None,2.6,Badulla,9.71,108.1,920.0,55.4,27.2,Grass
20,344,Ayrshire,17.1,Healthy,None,3.0,Badulla,10.31,113.3,914.0,53.4,39.2,Mixed
53,502,Friesian,18.9,Healthy,None,2.7,Matale,14.44,158.5,1507.0,73.9,55.1,Mixed
97,323,Jersey,11.7,Healthy,None,2.5,Badulla,9.25,106.7,850.0,56.5,28.7,Grass
47,292,Local,12.0,Mild,Lumpy Skin Disease,2.3,Puttalam,8.5,94.4,855.0,51.3,27.2,Grass
55,475,Ayrshire,9.6,Mild,Lumpy Skin Disease,2.3,Polonnaruwa,12.84,135.0,1281.0,73.6,52.9,Grass
43,596,Friesian,15.5,Severe,Foot Rot,3.4,Polonnaruwa,16.45,182.4,1562.0,105.9,62.4,Mixed
25,426,Jersey,3.3,Mild,Foot Rot,3.7,Anuradhapura,10.98,128.1,1025.0,52.2,42.8,Grass
88,294,Ayrshire,24.5,Healthy,None,3.0,Anuradhapura,9.8,103.6,963.0,59.7,36.0,Concentrate
34,375,Friesian,8.8,Mild,Lumpy Skin Disease,4.4,Badulla,10.26,114.1,984.0,65.2,29.1,Grass
79,573,Local,5.4,Healthy,None,3.0,Polonnaruwa,14.87,160.9,1309.0,87.3,44.2,Grass
92,329,Friesian,12.9,Mild,Lumpy Skin Disease,3.7,Puttalam,9.52,110.1,908.0,48.3,33.5,Grass
46,504,Friesian,13.8,Healthy,None,2.8,Badulla,13.98,162.2,1358.0,68.3,39.9,Grass
49,482,Ayrshire,7.2,Mild,Mastitis,2.8,Anuradhapura,12.77,143.5,1223.0,80.7,38.4,Grass
107,287,Jersey,7.0,Healthy,None,3.0,Puttalam,7.88,87.2,764.0,45.3,31.5,Grass
96,356,Jersey,9.2,Severe,Foot Rot,2.3,Badulla,9.82,112.2,855.0,57.1,30.3,Grass
81,461,Ayrshire,18.3,Healthy,None,2.8,Kurunegala,13.36,155.6,1227.0,65.7,47.2,Mixed
30,300,Ayrshire,5.7,Mild,Mastitis,2.9,Polonnaruwa,8.07,93.3,816.0,39.0,27.4,Grass
41,470,Local,12.3,Mild,Mastitis,2.1,Polonnaruwa,12.98,151.0,1199.0,79.3,45.2,Grass
58,426,Jersey,13.7,Severe,Mastitis,2.5,Monaragala,12.02,133.9,1222.0,70.3,38.9,Grass
67,564,Local,20.6,Severe,Lumpy Skin Disease,3.3,Polonnaruwa,16.16,180.8,1539.0,91.7,48.9,Mixed
120,545,Ayrshire,10.0,Mild,Mastitis,2.6,Puttalam,14.62,153.9,1362.0,69.8,41.1,Grass
92,316,Local,11.5,Healthy,None,3.3,Kurunegala,9.05,101.3,830.0,42.7,35.7,Grass
71,314,Local,11.9,Mild,Foot Rot,2.9,Kurunegala,9.04,100.7,876.0,44.9,29.4,Grass
96,475,Jersey,12.3,Healthy,None,2.7,Polonnaruwa,13.11,152.6,1342.0,60.9,47.3,Grass
